,Book-Title,Year-Of-Publication,isbn,user_id,book_rating
5228,The Lovely Bones: A Novel,2002,0316666343,238131,8
5233,The Lovely Bones: A Novel,2002,0316666343,239584,10
5235,The Lovely Bones: A Novel,2002,0316666343,240267,10
5242,The Lovely Bones: A Novel,2002,0316666343,243065,10
5245,The Lovely Bones: A Novel,2002,0316666343,243491,9
5247,The Lovely Bones: A Novel,2002,0316666343,244277,7
5249,The Lovely Bones: A Novel,2002,0316666343,244710,9
5250,The Lovely Bones: A Novel,2002,0316666343,244736,8
5254,The Lovely Bones: A Novel,2002,0316666343,245568,9
5255,The Lovely Bones: A Novel,2002,0316666343,246311,9
5257,The Lovely Bones: A Novel,2002,0316666343,246507,8
5259,The Lovely Bones: A Novel,2002,0316666343,246634,9
5262,The Lovely Bones: A Novel,2002,0316666343,247855,9
5265,The Lovely Bones: A Novel,2002,0316666343,248098,9
5271,The Lovely Bones: A Novel,2002,0316666343,250832,8
5272,The Lovely Bones: A Novel,2002,0316666343,251140,7
5275,The Lovely Bones: A Novel,2002,0316666343,252071,9
5276,The Lovely Bones: A Novel,2002,0316666343,252229,9
5277,The Lovely Bones: A Novel,2002,0316666343,253005,7
5278,The Lovely Bones: A Novel,2002,0316666343,253310,9
5280,The Lovely Bones: A Novel,2002,0316666343,253626,7
5282,The Lovely Bones: A Novel,2002,0316666343,253867,9
5284,The Lovely Bones: A Novel,2002,0316666343,254465,10
5287,The Lovely Bones: A Novel,2002,0316666343,256843,10
5291,The Lovely Bones: A Novel,2002,0316666343,259035,9
5292,The Lovely Bones: A Novel,2002,0316666343,259118,7
5293,The Lovely Bones: A Novel,2002,0316666343,259259,10
5295,The Lovely Bones: A Novel,2002,0316666343,259309,9
5296,The Lovely Bones: A Novel,2002,0316666343,259378,7
5299,The Lovely Bones: A Novel,2002,0316666343,260897,9
5300,The Lovely Bones: A Novel,2002,0316666343,261829,9
5304,The Lovely Bones: A Novel,2002,0316666343,262469,8
5309,The Lovely Bones: A Novel,2002,0316666343,263645,8
5310,The Lovely Bones: A Novel,2002,0316666343,264031,10
5312,The Lovely Bones: A Novel,2002,0316666343,264525,9
5313,The Lovely Bones: A Novel,2002,0316666343,264627,5
5314,The Lovely Bones: A Novel,2002,0316666343,264996,7
5316,The Lovely Bones: A Novel,2002,0316666343,266283,9
5317,The Lovely Bones: A Novel,2002,0316666343,266865,8
5319,The Lovely Bones: A Novel,2002,0316666343,267510,9
5320,The Lovely Bones: A Novel,2002,0316666343,268032,8
5321,The Lovely Bones: A Novel,2002,0316666343,268110,7
5322,The Lovely Bones: A Novel,2002,0316666343,268300,10
5327,The Lovely Bones: A Novel,2002,0316666343,271448,10
5329,The Lovely Bones: A Novel,2002,0316666343,272573,9
5760,Black and Blue,1999,0440226104,7158,7
5761,Black and Blue,1999,0440226104,11676,7
5762,Black and Blue,1999,0440226104,12707,8
5763,Black and Blue,1999,0440226104,16795,5
5767,Black and Blue,1999,0440226104,27472,9
5768,Black and Blue,1999,0440226104,28634,9
5769,Black and Blue,1999,0440226104,30052,6
5772,Black and Blue,1999,0440226104,32250,4
5775,Black and Blue,1999,0440226104,36807,3
5776,Black and Blue,1999,0440226104,40889,6
5779,Black and Blue,1999,0440226104,51783,8
5784,Black and Blue,1999,0440226104,72100,7
5786,Black and Blue,1999,0440226104,84523,3
5788,Black and Blue,1999,0440226104,91103,8
5795,Black and Blue,1999,0440226104,110973,7
5796,Black and Blue,1999,0440226104,112088,7
5797,Black and Blue,1999,0440226104,114544,6
5800,Black and Blue,1999,0440226104,123608,7
5801,Black and Blue,1999,0440226104,123825,7
5807,Black and Blue,1999,0440226104,138844,7
5808,Black and Blue,1999,0440226104,143415,8
5809,Black and Blue,1999,0440226104,146230,10
5810,Black and Blue,1999,0440226104,150979,6
5812,Black and Blue,1999,0440226104,152409,5
5816,Black and Blue,1999,0440226104,156150,6
5818,Black and Blue,1999,0440226104,162662,10
5823,Black and Blue,1999,0440226104,181687,10
5826,Black and Blue,1999,0440226104,196466,7
5828,Black and Blue,1999,0440226104,201641,9
5830,Black and Blue,1999,0440226104,206305,8
5832,Black and Blue,1999,0440226104,217121,7
5834,Black and Blue,1999,0440226104,223501,9
5837,Black and Blue,1999,0440226104,227884,9
5840,Black and Blue,1999,0440226104,238065,9
5841,Black and Blue,1999,0440226104,240568,10
5842,Black and Blue,1999,0440226104,241357,8
5843,Black and Blue,1999,0440226104,244685,10
5845,Black and Blue,1999,0440226104,249695,7
5850,Black and Blue,1999,0440226104,258534,8
5851,Black and Blue,1999,0440226104,261829,7
5855,Black and Blue,1999,0440226104,270713,7
5932,She's Come Undone (Oprah's Book Club),1998,0671021001,254,7
5935,She's Come Undone (Oprah's Book Club),1998,0671021001,2977,9
5936,She's Come Undone (Oprah's Book Club),1998,0671021001,6563,2
5937,She's Come Undone (Oprah's Book Club),1998,0671021001,8253,10
5938,She's Come Undone (Oprah's Book Club),1998,0671021001,11718,8
5939,She's Come Undone (Oprah's Book Club),1998,0671021001,12154,7
5940,She's Come Undone (Oprah's Book Club),1998,0671021001,12538,9
5943,She's Come Undone (Oprah's Book Club),1998,0671021001,13973,5
5946,She's Come Undone (Oprah's Book Club),1998,0671021001,16795,10
5947,She's Come Undone (Oprah's Book Club),1998,0671021001,17200,8
5948,She's Come Undone (Oprah's Book Club),1998,0671021001,17906,9
5952,She's Come Undone (Oprah's Book Club),1998,0671021001,24926,10
5953,She's Come Undone (Oprah's Book Club),1998,0671021001,25216,6
5954,She's Come Undone (Oprah's Book Club),1998,0671021001,26084,5
5957,She's Come Undone (Oprah's Book Club),1998,0671021001,30735,8
5958,She's Come Undone (Oprah's Book Club),1998,0671021001,33818,8
5960,She's Come Undone (Oprah's Book Club),1998,0671021001,36760,10
5961,She's Come Undone (Oprah's Book Club),1998,0671021001,36817,7
5962,She's Come Undone (Oprah's Book Club),1998,0671021001,36907,10
5963,She's Come Undone (Oprah's Book Club),1998,0671021001,37227,10
5964,She's Come Undone (Oprah's Book Club),1998,0671021001,37454,8
5965,She's Come Undone (Oprah's Book Club),1998,0671021001,42408,4
5966,She's Come Undone (Oprah's Book Club),1998,0671021001,42419,8
5968,She's Come Undone (Oprah's Book Club),1998,0671021001,43282,5
5970,She's Come Undone (Oprah's Book Club),1998,0671021001,55799,7
5971,She's Come Undone (Oprah's Book Club),1998,0671021001,56554,7
5974,She's Come Undone (Oprah's Book Club),1998,0671021001,63643,7
5975,She's Come Undone (Oprah's Book Club),1998,0671021001,63854,7
5978,She's Come Undone (Oprah's Book Club),1998,0671021001,66942,8
5980,She's Come Undone (Oprah's Book Club),1998,0671021001,67591,8
5986,She's Come Undone (Oprah's Book Club),1998,0671021001,76499,5
5987,She's Come Undone (Oprah's Book Club),1998,0671021001,77809,5
5988,She's Come Undone (Oprah's Book Club),1998,0671021001,79110,10
5995,She's Come Undone (Oprah's Book Club),1998,0671021001,87712,9
5997,She's Come Undone (Oprah's Book Club),1998,0671021001,88229,10
5999,She's Come Undone (Oprah's Book Club),1998,0671021001,91103,7
6000,She's Come Undone (Oprah's Book Club),1998,0671021001,91342,7
6005,She's Come Undone (Oprah's Book Club),1998,0671021001,95360,10
6006,She's Come Undone (Oprah's Book Club),1998,0671021001,98060,6
6007,She's Come Undone (Oprah's Book Club),1998,0671021001,100459,8
6008,She's Come Undone (Oprah's Book Club),1998,0671021001,100471,10
6009,She's Come Undone (Oprah's Book Club),1998,0671021001,101876,10
6010,She's Come Undone (Oprah's Book Club),1998,0671021001,102117,9
6014,She's Come Undone (Oprah's Book Club),1998,0671021001,108485,5
6017,She's Come Undone (Oprah's Book Club),1998,0671021001,112818,9
6021,She's Come Undone (Oprah's Book Club),1998,0671021001,114544,10
6022,She's Come Undone (Oprah's Book Club),1998,0671021001,115003,8
6023,She's Come Undone (Oprah's Book Club),1998,0671021001,117330,8
6026,She's Come Undone (Oprah's Book Club),1998,0671021001,122542,9
6028,She's Come Undone (Oprah's Book Club),1998,0671021001,123825,8
6029,She's Come Undone (Oprah's Book Club),1998,0671021001,124079,9
6031,She's Come Undone (Oprah's Book Club),1998,0671021001,124915,8
6032,She's Come Undone (Oprah's Book Club),1998,0671021001,126492,8
6033,She's Come Undone (Oprah's Book Club),1998,0671021001,127755,5
6034,She's Come Undone (Oprah's Book Club),1998,0671021001,129084,8
6035,She's Come Undone (Oprah's Book Club),1998,0671021001,129474,10
6036,She's Come Undone (Oprah's Book Club),1998,0671021001,129690,10
6041,She's Come Undone (Oprah's Book Club),1998,0671021001,134900,7
6042,She's Come Undone (Oprah's Book Club),1998,0671021001,136791,10
6044,She's Come Undone (Oprah's Book Club),1998,0671021001,138578,10
6046,She's Come Undone (Oprah's Book Club),1998,0671021001,140662,5
6047,She's Come Undone (Oprah's Book Club),1998,0671021001,141819,8
6049,She's Come Undone (Oprah's Book Club),1998,0671021001,143211,8
6053,She's Come Undone (Oprah's Book Club),1998,0671021001,148934,7
6055,She's Come Undone (Oprah's Book Club),1998,0671021001,152186,8
6056,She's Come Undone (Oprah's Book Club),1998,0671021001,153513,6
6057,She's Come Undone (Oprah's Book Club),1998,0671021001,153797,6
6058,She's Come Undone (Oprah's Book Club),1998,0671021001,154070,8
6061,She's Come Undone (Oprah's Book Club),1998,0671021001,162562,9
6062,She's Come Undone (Oprah's Book Club),1998,0671021001,162671,10
6064,She's Come Undone (Oprah's Book Club),1998,0671021001,163612,9
6065,She's Come Undone (Oprah's Book Club),1998,0671021001,164323,8
6067,She's Come Undone (Oprah's Book Club),1998,0671021001,165582,5
6068,She's Come Undone (Oprah's Book Club),1998,0671021001,167471,7
6069,She's Come Undone (Oprah's Book Club),1998,0671021001,167644,7
6073,She's Come Undone (Oprah's Book Club),1998,0671021001,173860,7
6075,She's Come Undone (Oprah's Book Club),1998,0671021001,175185,8
6079,She's Come Undone (Oprah's Book Club),1998,0671021001,176459,7
6082,She's Come Undone (Oprah's Book Club),1998,0671021001,179019,7
6084,She's Come Undone (Oprah's Book Club),1998,0671021001,180042,8
6086,She's Come Undone (Oprah's Book Club),1998,0671021001,182993,10
6088,She's Come Undone (Oprah's Book Club),1998,0671021001,184360,9
6089,She's Come Undone (Oprah's Book Club),1998,0671021001,184629,9
6093,She's Come Undone (Oprah's Book Club),1998,0671021001,190459,8
6095,She's Come Undone (Oprah's Book Club),1998,0671021001,195469,8
6097,She's Come Undone (Oprah's Book Club),1998,0671021001,198213,7
6098,She's Come Undone (Oprah's Book Club),1998,0671021001,201323,10
6099,She's Come Undone (Oprah's Book Club),1998,0671021001,204393,10
6102,She's Come Undone (Oprah's Book Club),1998,0671021001,218552,5
6103,She's Come Undone (Oprah's Book Club),1998,0671021001,218608,10
6104,She's Come Undone (Oprah's Book Club),1998,0671021001,220688,10
6105,She's Come Undone (Oprah's Book Club),1998,0671021001,221445,7
6106,She's Come Undone (Oprah's Book Club),1998,0671021001,221732,6
6110,She's Come Undone (Oprah's Book Club),1998,0671021001,225938,9
6112,She's Come Undone (Oprah's Book Club),1998,0671021001,228311,9
6115,She's Come Undone (Oprah's Book Club),1998,0671021001,231237,10
6119,She's Come Undone (Oprah's Book Club),1998,0671021001,233711,7
6123,She's Come Undone (Oprah's Book Club),1998,0671021001,238292,3
6124,She's Come Undone (Oprah's Book Club),1998,0671021001,240567,7
6128,She's Come Undone (Oprah's Book Club),1998,0671021001,245295,9
6130,She's Come Undone (Oprah's Book Club),1998,0671021001,247240,8
6132,She's Come Undone (Oprah's Book Club),1998,0671021001,251422,10
6133,She's Come Undone (Oprah's Book Club),1998,0671021001,253871,8
6135,She's Come Undone (Oprah's Book Club),1998,0671021001,262469,6
6136,She's Come Undone (Oprah's Book Club),1998,0671021001,263877,9
6137,She's Come Undone (Oprah's Book Club),1998,0671021001,264543,8
6138,She's Come Undone (Oprah's Book Club),1998,0671021001,265751,9
6140,She's Come Undone (Oprah's Book Club),1998,0671021001,267033,8
6141,She's Come Undone (Oprah's Book Club),1998,0671021001,267510,9
6144,She's Come Undone (Oprah's Book Club),1998,0671021001,273113,5
6146,She's Come Undone (Oprah's Book Club),1998,0671021001,276050,9
6150,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,7071,9
6151,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,13001,6
6152,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,16634,8
6153,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,31431,9
6154,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,35918,7
6155,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,37291,10
6158,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,64743,9
6159,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,70594,9
6160,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,81865,9
6161,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,86145,7
6162,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,87002,7
6163,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,87555,8
6164,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,89014,8
6166,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,95359,8
6167,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,99630,8
6168,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,104058,8
6169,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,104927,8
6170,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,105979,9
6171,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,116394,7
6172,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,126604,7
6173,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,133747,7
6174,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,144194,10
6175,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,145433,8
6176,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,147678,9
6177,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,162738,9
6178,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,207246,10
6179,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,218068,6
6180,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,222035,8
6181,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,239584,10
6182,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,247829,8
6183,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,250925,9
6184,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,251843,10
6185,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,254376,9
6186,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,255222,10
6187,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,255489,8
6188,Nickel and Dimed: On (Not) Getting By in America,2002,0805063889,267354,10
6190,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,7071,9
6191,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,13001,6
6192,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,16634,8
6193,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,31431,9
6194,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,35918,7
6195,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,37291,10
6198,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,64743,9
6199,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,70594,9
6200,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,81865,9
6201,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,86145,7
6202,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,87002,7
6203,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,87555,8
6204,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,89014,8
6206,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,95359,8
6207,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,99630,8
6208,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,104058,8
6209,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,104927,8
6210,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,105979,9
6211,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,116394,7
6212,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,126604,7
6213,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,133747,7
6214,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,144194,10
6215,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,145433,8
6216,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,147678,9
6217,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,162738,9
6218,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,207246,10
6219,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,218068,6
6220,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,222035,8
6221,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,239584,10
6222,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,247829,8
6223,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,250925,9
6224,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,251843,10
6225,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,254376,9
6226,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,255222,10
6227,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,255489,8
6228,Nickel and Dimed: On (Not) Getting By in America,2001,0805063889,267354,10
6315,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,277623,4
6316,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,11676,7
6317,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,27821,6
6318,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,35859,8
6319,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,41084,8
6320,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,44252,9
6321,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,48046,9
6322,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,51511,7
6323,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,55892,6
6325,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,66942,8
6326,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,79182,6
6327,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,82797,7
6328,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,87760,10
6329,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,89551,10
6330,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,89602,5
6331,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,94207,3
6332,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,94519,5
6333,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,112001,8
6335,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,120942,7
6336,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,123039,7
6337,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,131045,8
6338,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,136667,8
6339,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,141444,8
6340,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,148572,8
6341,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,154409,2
6342,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,160803,8
6343,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,188676,5
6344,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,189835,5
6345,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,202124,8
6346,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,204864,8
6347,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,208663,5
6348,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,211041,7
6349,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,220240,8
6350,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,228328,6
6351,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,236283,10
6352,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,242299,6
6353,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,242962,6
6354,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,258270,10
6355,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,260967,4
6356,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,261829,8
6357,The Diary of Ellen Rimbauer: My Life at Rose Red,2001,0786890436,267354,2
6358,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,277623,4
6359,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,11676,7
6360,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,27821,6
6361,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,35859,8
6362,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,41084,8
6363,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,44252,9
6364,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,48046,9
6365,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,51511,7
6366,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,55892,6
6368,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,66942,8
6369,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,79182,6
6370,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,82797,7
6371,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,87760,10
6372,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,89551,10
6373,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,89602,5
6374,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,94207,3
6375,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,94519,5
6376,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,112001,8
6378,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,120942,7
6379,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,123039,7
6380,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,131045,8
6381,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,136667,8
6382,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,141444,8
6383,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,148572,8
6384,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,154409,2
6385,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,160803,8
6386,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,188676,5
6387,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,189835,5
6388,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,202124,8
6389,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,204864,8
6390,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,208663,5
6391,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,211041,7
6392,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,220240,8
6393,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,228328,6
6394,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,236283,10
6395,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,242299,6
6396,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,242962,6
6397,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,258270,10
6398,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,260967,4
6399,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,261829,8
6400,The Diary of Ellen Rimbauer: My Life at Rose Red,2002,0786890436,267354,2
6518,The Red Tent (Bestselling Backlist),1998,0312195516,6242,7
6519,The Red Tent (Bestselling Backlist),1998,0312195516,6575,8
6520,The Red Tent (Bestselling Backlist),1998,0312195516,6679,10
6521,The Red Tent (Bestselling Backlist),1998,0312195516,7134,9
6523,The Red Tent (Bestselling Backlist),1998,0312195516,7915,10
6524,The Red Tent (Bestselling Backlist),1998,0312195516,8245,9
6526,The Red Tent (Bestselling Backlist),1998,0312195516,8734,9
6528,The Red Tent (Bestselling Backlist),1998,0312195516,10314,9
6529,The Red Tent (Bestselling Backlist),1998,0312195516,10560,9
6531,The Red Tent (Bestselling Backlist),1998,0312195516,11676,10
6533,The Red Tent (Bestselling Backlist),1998,0312195516,12209,7
6534,The Red Tent (Bestselling Backlist),1998,0312195516,12538,9
6537,The Red Tent (Bestselling Backlist),1998,0312195516,16795,9
6539,The Red Tent (Bestselling Backlist),1998,0312195516,20180,10
6540,The Red Tent (Bestselling Backlist),1998,0312195516,21014,9
6543,The Red Tent (Bestselling Backlist),1998,0312195516,22074,9
6544,The Red Tent (Bestselling Backlist),1998,0312195516,22818,9
6545,The Red Tent (Bestselling Backlist),1998,0312195516,23571,10
6550,The Red Tent (Bestselling Backlist),1998,0312195516,26544,9
6551,The Red Tent (Bestselling Backlist),1998,0312195516,26598,9
6554,The Red Tent (Bestselling Backlist),1998,0312195516,29526,10
6558,The Red Tent (Bestselling Backlist),1998,0312195516,30487,8
6560,The Red Tent (Bestselling Backlist),1998,0312195516,30735,10
6562,The Red Tent (Bestselling Backlist),1998,0312195516,31158,8
6564,The Red Tent (Bestselling Backlist),1998,0312195516,32250,9
6568,The Red Tent (Bestselling Backlist),1998,0312195516,35859,10
6569,The Red Tent (Bestselling Backlist),1998,0312195516,35998,7
6570,The Red Tent (Bestselling Backlist),1998,0312195516,36327,5
6573,The Red Tent (Bestselling Backlist),1998,0312195516,37989,9
6575,The Red Tent (Bestselling Backlist),1998,0312195516,40415,8
6577,The Red Tent (Bestselling Backlist),1998,0312195516,41395,10
6578,The Red Tent (Bestselling Backlist),1998,0312195516,41455,9
6580,The Red Tent (Bestselling Backlist),1998,0312195516,43687,8
6581,The Red Tent (Bestselling Backlist),1998,0312195516,44252,10
6585,The Red Tent (Bestselling Backlist),1998,0312195516,50114,9
6588,The Red Tent (Bestselling Backlist),1998,0312195516,52002,10
6591,The Red Tent (Bestselling Backlist),1998,0312195516,53174,10
6592,The Red Tent (Bestselling Backlist),1998,0312195516,53241,8
6594,The Red Tent (Bestselling Backlist),1998,0312195516,55799,9
6601,The Red Tent (Bestselling Backlist),1998,0312195516,60244,7
6605,The Red Tent (Bestselling Backlist),1998,0312195516,62862,10
6607,The Red Tent (Bestselling Backlist),1998,0312195516,66323,8
6610,The Red Tent (Bestselling Backlist),1998,0312195516,68555,10
6613,The Red Tent (Bestselling Backlist),1998,0312195516,70415,10
6615,The Red Tent (Bestselling Backlist),1998,0312195516,73044,10
6621,The Red Tent (Bestselling Backlist),1998,0312195516,76396,5
6622,The Red Tent (Bestselling Backlist),1998,0312195516,76482,5
6624,The Red Tent (Bestselling Backlist),1998,0312195516,78846,8
6626,The Red Tent (Bestselling Backlist),1998,0312195516,80036,8
6629,The Red Tent (Bestselling Backlist),1998,0312195516,81771,10
6631,The Red Tent (Bestselling Backlist),1998,0312195516,85526,8
6632,The Red Tent (Bestselling Backlist),1998,0312195516,88693,7
